_RID,id,text_input,cluster
845,90677594,sparkassenfonds,Sparkasse
846,90683159,Sport,
847,90666598,Ssk,
848,90669746,sskbroker,S-Broker
849,90683365,stoker,
850,90676207,Storm,
851,90680842,Stuttgarter,
852,90684187,Super,
853,90685389,Sweatcoin,
854,90670768,Swissborg,
855,90674228,targobank,Targobank
856,90663142,Targobank,Targobank
857,90684221,Taxfix,
858,90662428,Templeton,
859,90681907,Tesla,
860,90667217,Tesla,
861,90686133,teste,
862,90669163,Tickmill,
863,90682428,Tipico,
864,90675757,Tko,
865,90675217,Toro,eToro
866,90685036,Toro,eToro
867,90673837,Traba,
868,90681273,Trada,
869,90679354,Trade R,
870,90680217,trade replubic,Trade Republic
871,90677316,Traderepubkic,Trade Republic
872,90672869,traderepublic,Trade Republic
873,90680797,traderepublic,Trade Republic
874,90681508,trade republic,Trade Republic
875,90676559,trade republic,Trade Republic
876,90667237,trade republic,Trade Republic
877,90672695,tradeRepublic,Trade Republic
878,90675093,trade Republic,Trade Republic
879,90686092,Traderepublic,Trade Republic
880,90661933,Traderepublic,Trade Republic
881,90662169,Traderepublic,Trade Republic
882,90667870,Traderepublic,Trade Republic
883,90668662,Traderepublic,Trade Republic
884,90681047,Traderepublic,Trade Republic
885,90666139,Traderepublic,Trade Republic
886,90663563,Traderepublic,Trade Republic
887,90679670,Trade republic,Trade Republic
888,90678735,Trade republic,Trade Republic
889,90678231,Trade republic,Trade Republic
890,90676383,Trade republic,Trade Republic
891,90676014,Trade republic,Trade Republic
892,90675693,Trade republic,Trade Republic
893,90683546,Trade republic,Trade Republic
894,90673459,Trade republic,Trade Republic
895,90666493,Trade republic,Trade Republic
896,90665785,Trade republic,Trade Republic
897,90663076,Trade republic,Trade Republic
898,90661699,Trade republic,Trade Republic
899,90665029,Trade Republic,Trade Republic
900,90661907,Trade Republic,Trade Republic
901,90680771,Trade Republic,Trade Republic
902,90681194,Trade Republic,Trade Republic
903,90681755,Trade Republic,Trade Republic
904,90662553,Trade Republic,Trade Republic
905,90677666,Trade Republic,Trade Republic
906,90661823,Trade Republic,Trade Republic
907,90674039,Trade Republic,Trade Republic
908,90663113,Trade Republic,Trade Republic
909,90672759,Trade Republic,Trade Republic
910,90672393,Trade Republic,Trade Republic
911,90671178,Trade Republic,Trade Republic
912,90668752,Trade Republic,Trade Republic
913,90667435,Trade Republic,Trade Republic
914,90661450,Trade Republic,Trade Republic
915,90666937,Trade Republic,Trade Republic
916,90666706,Trade Republic,Trade Republic
917,90666670,Trade Republic,Trade Republic
918,90680540,Trade Republic,Trade Republic
919,90666237,Trade Republic,Trade Republic
920,90667969,Trade Republic,Trade Republic
921,90679477,Trade Republic,Trade Republic
922,90675318,trade republik,Trade Republic
923,90671748,tradeRepublik,Trade Republic
924,90665583,Traderepublik,Trade Republic
925,90679308,Traderepublik,Trade Republic
926,90665122,Traderepublik,Trade Republic
927,90673647,Traderepublik,Trade Republic
928,90682742,Trade Republik,Trade Republic
929,90664183,Trade Republik,Trade Republic
930,90662687,Trade Republik,Trade Republic
931,90667350,Trade Republik,Trade Republic
932,90682246,Trade Republik,Trade Republic
933,90681951,Traderepubloc,Trade Republic
934,90683785,tradererpublic,Trade Republic
935,90670163,Trader Republik,Trade Republic
936,90681363,Traderupblic,Trade Republic
937,90669351,Trading,Trading 212
938,90685537,Trading,Trading 212
939,90673688,Trading Republic,Trade Republic
940,90674968,Traiding.com,
941,90684423,Uggig,
942,90682855,Unbekannt,
943,90682677,Union invest,Union Investment
944,90667464,Union Invest,Union Investment
945,90664611,unioninvestment,Union Investment
946,90669556,Union Investment,Union Investment
947,90673725,Union Investment,Union Investment
948,90680960,Union Investment,Union Investment
949,90671090,Union Investment,Union Investment
950,90665641,Uphold,
951,90674816,Vanguard,
952,90671377,Vergessen,
953,90670081,verivox,
954,90681676,vh hjgvuitvuztivi,
955,90685475,vista,Onvista
956,90667668,Vivid,Vivid Money
957,90675623,Vivid,Vivid Money
958,90685262,volksbank,Volksbank
959,90672927,volksbank,Volksbank
960,90669465,Volksbank,Volksbank
961,90668711,Volksbank,Volksbank
962,90667310,Volksbank,Volksbank
963,90672262,Volksbank,Volksbank
964,90678297,Vorex,Forex
965,90681393,VR-Bank,
966,90678180,VR Banken,
967,90666973,VR-Banken,
968,90672627,Vw,
969,90664813,Wallstreet,
970,90683060,Watex,
971,90664507,weis nicht,Weiß nicht
972,90683121,weis nicht,Weiß nicht
973,90663895,weis nicht,Weiß nicht
974,90670651,weis nicht,Weiß nicht
975,90678343,weiß ich nicht,Weiß nicht
976,90674249,Weiß ich nicht,Weiß nicht
977,90669188,Weiß ich nicht,Weiß nicht
978,90671465,Weiß ich nicht,Weiß nicht
979,90661140,Weiß ich nicht,Weiß nicht
980,90677420,weiss nicht,Weiß nicht
981,90684458,weiß nicht,Weiß nicht
982,90669848,weiß nicht,Weiß nicht
983,90666871,weiß nicht,Weiß nicht
984,90673230,weiß nicht,Weiß nicht
985,90667335,weiß nicht,Weiß nicht
986,90679962,weiß nicht,Weiß nicht
987,90684444,weiß nicht,Weiß nicht
988,90676299,Weiß nicht,Weiß nicht
989,90673669,Weiß nicht,Weiß nicht
990,90671021,Weiß nicht,Weiß nicht
991,90680880,Weiß nicht,Weiß nicht
992,90674075,Weiß nicht,Weiß nicht
993,90673081,Weiß nicht,Weiß nicht
994,90666123,Weiß nicht,Weiß nicht
995,90680479,Weiß nicht.,Weiß nicht
996,90665808,weltsparen,
997,90681788,Wirexx,
998,90678940,wiss nicht,Weiß nicht
999,90671571,World trade Republik,Trade Republic
1000,90675972,X,
1001,90675066,xetra,
1002,90685879,xetra,
1003,90680196,xtb,
1004,90669770,xtb,
1005,90665182,Xxx,
1006,90667889,Zero,Zero
1007,90684258,Zero,Zero
1008,90678021,,
1009,90684892,!!!!!!!!,
1010,90678719,/,
1011,90671352,0000,
1012,90667278,324,
1013,90666646,3gh,
1014,90682024,5,
1015,90661193,500,Plus500
1016,90680351,500 plus,Plus500
1017,90684002,6,
1018,90679456,8,
1019,90677228,89ll,
1020,90672722,Ab und an welche gehört,
1021,90684738,Adidas,Adidas
1022,90674969,akktn,
1023,90681364,Aktien,
1024,90663599,Amazon,Amazon
1025,90682346,Amazon,Amazon
1026,90662592,App,App
1027,90676168,Apple,Apple
1028,90661506,Apps,App
1029,90681394,Aux money,
1030,90678668,Bank,bank
1031,90669051,banken,bank
1032,90662398,binance,Binance
1033,90664915,binance,Binance
1034,90665642,Binance,Binance
1035,90675563,Binance,Binance
1036,90676271,Binance,Binance
1037,90664736,Binance,Binance
1038,90683501,Binance,Binance
1039,90670388,Binance,Binance
1040,90668915,Bingx,
1041,90674405,Bison,Bison
1042,90661622,Bitcoin,Bitcoin
1043,90676698,Bitcoin,Bitcoin
1044,90685538,Bitcoin,Bitcoin
1045,90680048,Bitget,
1046,90677341,Bitmark,
1047,90680457,Bitpanda,Bitpanda
1048,90674770,Bitpanda,Bitpanda
1049,90662845,Bitpanda,Bitpanda
1050,90682619,Bitpanda,Bitpanda
1051,90671953,Bitpanda,Bitpanda
1052,90668275,Bmw,
1053,90680862,Boh,
1054,90685494,boker,
1055,90663795,Börse,Börse
1056,90676110,Bux,BUX
1057,90663409,Bux,BUX
1058,90671306,Capital.com,Capital.com
1059,90663516,Capital.com,Capital.com
1060,90676384,Capital.com,Capital.com
1061,90685955,coinbase,Coinbase
1062,90670827,Coinbase,Coinbase
1063,90665702,Coinbase,Coinbase
1064,90680307,Coinbase,Coinbase
1065,90668642,Coinbase,Coinbase
1066,90668980,Coinbase,Coinbase
1067,90676338,Coinbase,Coinbase
1068,90666992,Coinbase,Coinbase
1069,90683547,Coin base,Coinbase
1070,90674929,comdirect,Comdirect
1071,90679247,comdirect,Comdirect
1072,90686093,comdirect,Comdirect
1073,90680798,comdirect,Comdirect
1074,90679084,comdirect,Comdirect
1075,90682096,Comdirect,Comdirect
1076,90662688,Comdirect,Comdirect
1077,90682957,Comdirect,Comdirect
1078,90667540,Comdirect,Comdirect
1079,90664096,Comdirect,Comdirect
1080,90679309,Comdirect,Comdirect
1081,90661781,Comdirect,Comdirect
1082,90674722,Comdirect,Comdirect
1083,90677570,Comdirect.de,Comdirect
1084,90681006,comdirekt,Comdirect
1085,90682319,Comdirekt,Comdirect
1086,90679524,Comdirekt,Comdirect
1087,90673810,Comdirekt,Comdirect
1088,90677086,Comdirekt,Comdirect
1089,90667945,Comdirekt,Comdirect
1090,90665809,commerzbank,Commerzbank
1091,90661326,Commerzbank,Commerzbank
1092,90662660,Commerzbank,Commerzbank
1093,90676612,Commerzbank,Commerzbank
1094,90677667,Commerzbank,Commerzbank
1095,90670943,Commerzbank,Commerzbank
1096,90666707,Commerzbank,Commerzbank
1097,90680772,Commerzbank,Commerzbank
1098,90674620,Commerzbank,Commerzbank
1099,90676015,Consor,Consorsbank
1100,90680172,consors,Consorsbank
1101,90685169,Consors,Consorsbank
1102,90679865,Consors,Consorsbank
1103,90685581,Consors,Consorsbank
1104,90679921,Consors,Consorsbank
1105,90666210,Consors,Consorsbank
1106,90681122,Consors,Consorsbank
1107,90671179,Consorsbank,Consorsbank
1108,90681422,Consorsbank,Consorsbank
1109,90682247,Consorsbank,Consorsbank
1110,90675896,consorsbank broker,Consorsbank
1111,90682907,Contal Consors,
1112,90668297,Crypto,crypto
1113,90678298,Crypto,crypto
1114,90683011,crypto.com,crypto.com
1115,90678956,Dax,Dax
1116,90665123,Deka,Deka
1117,90682678,Deka,Deka
1118,90680744,DEKA,Deka
1119,90666580,Deka Immobilien,Deka
1120,90667465,Deka Invest,Deka
1121,90677832,Dents,
1122,90676789,Deuba,
1123,90682879,deutschebank,Deutsche Bank
1124,90675067,deutsche bank,Deutsche Bank
1125,90683143,deutsche bank,Deutsche Bank
1126,90681877,Deutsche Bank,Deutsche Bank
1127,90671091,Deutsche Bank,Deutsche Bank
1128,90675032,Deutsche Bank,Deutsche Bank
1129,90685558,deutsche börse,
1130,90670604,diba,Diba
1131,90672049,Diba,Diba
1132,90683764,Diba,Diba
1133,90669246,Diba,Diba
1134,90664814,Die börse,Börse
1135,90684926,Dkb,DKB
1136,90662429,DKB,DKB
1137,90671749,DKB,DKB
1138,90681692,DKB,DKB
1139,90671000,DKB,DKB
1140,90682523,DKB,DKB
1141,90672026,Dodgecoin,Dogecoin
1142,90667261,Dogcoin,Dogecoin
1143,90677960,Dogecoin,Dogecoin
1144,90672801,Dogecoin,Dogecoin
1145,90685104,DogeCoins,Dogecoin
1146,90678911,Dwpbank,
1147,90684144,Ebony,
1148,90680622,Eltoro,eToro
1149,90684869,Eltoro,eToro
1150,90673390,Ergo,
1151,90677170,Etherium,
1152,90680125,E Tore,eToro
1153,90679634,etoro,eToro
1154,90665755,etoro,eToro
1155,90668132,etoro,eToro
1156,90684696,etoro,eToro
1157,90679384,etoro,eToro
1158,90679745,eToro,eToro
1159,90675666,eToro,eToro
1160,90676761,eToro,eToro
1161,90671898,e Toro,eToro
1162,90664138,Etoro,eToro
1163,90668416,Etoro,eToro
1164,90668368,Etoro,eToro
1165,90683179,Etoro,eToro
1166,90670229,Etoro,eToro
1167,90678393,Etoro,eToro
1168,90665231,Etoro,eToro
1169,90686053,EToro,eToro
1170,90671642,ETorro,eToro
1171,90664315,Euro,
1172,90662229,Facebook,Facebook
1173,90669130,Facebook,Facebook
1174,90664046,Finanzen net,Finanzen.net Zero
1175,90663750,Finanzen.net Zero,Finanzen.net Zero
1176,90681294,flatex,Flatex
1177,90669516,flatex,Flatex
1178,90672450,flatex,Flatex
1179,90672830,flatex,Flatex
1180,90676983,flatex,Flatex
1181,90661377,Flatex,Flatex
1182,90668829,Flatex,Flatex
1183,90667436,Flatex,Flatex
1184,90664220,Flatex,Flatex
1185,90678736,Flatex,Flatex
1186,90678232,Flatex,Flatex
1187,90661528,Flatex,Flatex
1188,90679478,Flatex,Flatex
1189,90672307,Flatex,Flatex
1190,90667747,Flatex,Flatex
1191,90663564,Flatex,Flatex
1192,90678982,Flatex,Flatex
1193,90682779,Fondsdepotbank,
1194,90663834,Ghj,
1195,90673324,goldmann und sachs,
1196,90668193,Guten Morgen Frau,
1197,90671843,guutee,gut
1198,90682656,HERALD,
1199,90669209,Hkkgjk,
1200,90673838,Hypovereinsbank,
1201,90683428,Idk,
1202,90676824,IG,ING
1203,90663437,IG,ING
1204,90666285,IG.com,
1205,90675157,ing,ING
1206,90668538,ing,ING
1207,90684059,ing,ING
1208,90664612,ing,ING
1209,90685037,Ing,ING
1210,90667669,Ing,ING
1211,90686009,Ing,ING
1212,90678795,Ing,ING
1213,90673648,Ing,ING
1214,90661304,Ing,ING
1215,90663673,Ing,ING
1216,90683576,ING,ING
1217,90680260,ING,ING
1218,90663143,ING,ING
1219,90668450,ING,ING
1220,90662554,ING,ING
1221,90670322,ING,ING
1222,90677018,Ing depot,ING
1223,90678608,IngDiba,Ing-Diba
1224,90673689,Ing Diba,Ing-Diba
1225,90668735,Inter,
1226,90672120,Invest500,
1227,90680000,investiere gerne in zuknftsweisende aktien,
1228,90674185,JA,
1229,90677703,Just trade,Justtrade
1230,90673211,keine,keine
1231,90662198,keine,keine
1232,90682054,Keine,keine
1233,90685021,"k,jmjfhhgbn",
1234,90664275,libertex,Libertex
1235,90683924,Libertex,Libertex
1236,90671930,Libertex,Libertex
1237,90674817,Lyxor,
1238,90673296,medionlanun,
1239,90665421,Mexem,
1240,90667218,Microsoft,
1241,90679822,MyInvest,
1242,90679278,N26,
1243,90682555,N26,
1244,90676862,Net35,
1245,90665383,Nikkei,
1246,90671979,Octacfx,
1247,90675180,OLB,
1248,90669702,Online Buisness,
1249,90677932,onvista,Onvista
1250,90683674,onVista,Onvista
1251,90666087,Onvista,Onvista
1252,90664422,OnVista,Onvista
1253,90663114,Oskar,Oscar
1254,90684259,Otoro,eToro
1255,90676070,Parfum,
1256,90666238,Peaks,
1257,90671429,Pepsi,Pepsi
1258,90681908,Pepsi,Pepsi
1259,90681555,PIONEER,
1260,90667723,plus500,Plus500
1261,90669078,Plus500,Plus500
1262,90667372,Plus500,Plus500
1263,90663859,Plus500,Plus500
1264,90682703,Plus500,Plus500
1265,90685412,Plus 500,Plus500
1266,90678321,postbank,Postbank
1267,90675649,Postbank,Postbank
1268,90666904,Postbank,Postbank
1269,90663706,pot,
1270,90678181,Puls500,Plus500
1271,90667890,Raiffeisenbank,
1272,90677388,Robinhood,Robinhood
1273,90673581,Robinhood,Robinhood
1274,90672696,RobinHood,Robinhood
1275,90682743,Robin Hood,Robinhood
1276,90663466,rollercoin,
1277,90676742,Samsung,
1278,90666263,Santander,
1279,90673962,sbroker,S-Broker
1280,90677317,Sbroker,S-Broker
1281,90661987,SBroker,S-Broker
1282,90684792,scable,Scalable Capital
1283,90668753,Scadabel,Scalable Capital
1284,90676410,scalable,Scalable Capital
1285,90685441,scalable,Scalable Capital
1286,90670863,Scalable,Scalable Capital
1287,90661451,Scalable,Scalable Capital
1288,90668663,Scalable,Scalable Capital
1289,90680541,Scalable,Scalable Capital
1290,90662363,SCALABLE,Scalable Capital
1291,90675694,Scalable capital,Scalable Capital
1292,90672760,Scalable capital,Scalable Capital
1293,90674040,Scalable Capital,Scalable Capital
1294,90667970,Scalable Capital,Scalable Capital
1295,90666671,Scalable Capitaö,Scalable Capital
1296,90681195,Scalable Captial,Scalable Capital
1297,90678120,scalable.de,Scalable Capital
1298,90679355,Scrabble,
1299,90682074,Siemens,
1300,90684086,Skalable,
1301,90681464,Skilling,
1302,90669164,Skilling,
1303,90680409,Skrbase,
1304,90666035,smartbroker,Smartbroker
1305,90684658,smartbroker,Smartbroker
1306,90672527,smartbroker,Smartbroker
1307,90678093,Smartbroker,Smartbroker
1308,90665030,Smartbroker,Smartbroker
1309,90663349,Smart broker,Smartbroker
1310,90674163,sparkasse,Sparkasse
1311,90674907,Sparkasse,Sparkasse
1312,90664657,Sparkasse,Sparkasse
1313,90680579,Sparkasse,Sparkasse
1314,90675346,Sparkasse,Sparkasse
1315,90674019,Sparkasse,Sparkasse
1316,90682293,Sparkasse,Sparkasse
1317,90682408,Sparkasse,Sparkasse
1318,90675475,Sparkasse,Sparkasse
1319,90670251,Sparkasse,Sparkasse
1320,90676507,Sparkasse,Sparkasse
1321,90676560,Sparkassen Broker,Sparkasse
1322,90665480,Stormgain,
1323,90675319,supercoin,
1324,90665210,Tagobank,Targobank
1325,90671715,Targobank,Targobank
1326,90685922,Targobank,Targobank
1327,90674366,Tesla,
1328,90680648,Tesla,
1329,90683612,Toro,eToro
1330,90679671,Trade 212,Trading 212
1331,90666360,Trade rebublik,Trade Republic
1332,90684953,trade republic,Trade Republic
1333,90673121,trade republic,Trade Republic
1334,90676141,trade republic,Trade Republic
1335,90669805,trade republic,Trade Republic
1336,90678874,Traderepublic,Trade Republic
1337,90684762,Traderepublic,Trade Republic
1338,90681232,Traderepublic,Trade Republic
1339,90679708,Traderepublic,Trade Republic
1340,90677058,Traderepublic,Trade Republic
1341,90669719,Trade republic,Trade Republic
1342,90662958,Trade republic,Trade Republic
1343,90677785,TradeRepublic,Trade Republic
1344,90685806,TradeRepublic,Trade Republic
1345,90666527,Trade Republic,Trade Republic
1346,90671145,Trade Republic,Trade Republic
1347,90684516,Trade Republic,Trade Republic
1348,90662809,Trade Republic,Trade Republic
1349,90681601,Trade Republic,Trade Republic
1350,90663910,Trade Republic,Trade Republic
1351,90681717,Trade Republic,Trade Republic
1352,90683304,Trade Republic,Trade Republic
1353,90681847,Trade Republic,Trade Republic
1354,90673920,Trade Republic,Trade Republic
1355,90682214,Trade Republic,Trade Republic
1356,90676233,Trade Republic,Trade Republic
1357,90681818,trade republik,Trade Republic
1358,90669574,Traderepublik,Trade Republic
1359,90675872,Traderepublik,Trade Republic
1360,90675369,Trade Republik,Trade Republic
1361,90662455,Trade Republik,Trade Republic
1362,90662498,Traderepuplic,Trade Republic
1363,90664684,Trader republik,Trade Republic
1364,90668946,Traidrepublic,Trade Republic
1365,90682375,Tripoo,
1366,90671498,Trust Wallet,
1367,90686134,tst,
1368,90668033,Twiter,
1369,90671602,tztui,
1370,90684424,Ufigbo,
1371,90684312,U invest,Union Investment
1372,90662535,Unifonds,
1373,90664538,Union Invest,Union Investment
1374,90665500,Versicherung,
1375,90683335,Vivid money,Vivid Money
1376,90674096,Volksbank,Volksbank
1377,90663092,Vw,
1378,90683528,Weiß nicht,Weiß nicht
1379,90666124,Weiß nucht,Weiß nicht
1380,90661229,welche,
1381,90668577,Wirecard,
1382,90677647,wrezgwe rzggwe4rzg,
1383,90668244,Xetra,
1384,90684481,xtb,
1385,90667399,Xtb,
1386,90679606,Xtracker,
1387,90673429,Xtrend,
1388,90665183,Yyy,
1389,90677291,Zero,Zero
1390,90675299,Zuma,
1391,90678720,/,
1392,90684893,######$,
1393,90671353,0000,
1394,90673811,1822 Direkt,
1395,90667279,324,
1396,90679457,5,
1397,90678299,500,Plus500
1398,90684003,78,
1399,90675300,Adidas,Adidas
1400,90683144,allianz,
1401,90668578,Allianz,
1402,90664539,Allianz,
1403,90667466,Allianz Global,
1404,90665422,Alpaca,
1405,90674367,Amazon,Amazon
1406,90669131,Amazon,Amazon
1407,90664316,Amazon,Amazon
1408,90673297,andbank,
1409,90678669,App,App
1410,90662593,App,App
1411,90668736,Bank,bank
1412,90685956,binance,Binance
1413,90678394,Binance,Binance
1414,90669052,bison,Bison
1415,90664423,Bison,Bison
1416,90667219,Bitcoin,Bitcoin
1417,90671844,blattform,
1418,90668133,blockchain,
1419,90663115,Blockchain,
1420,90684087,Blu,
1421,90685923,Börse,Börse
1422,90681365,Börse24,
1423,90680863,Charl,
1424,90677833,Chrome,
1425,90684697,coinbase,Coinbase
1426,90680049,Coinbase,Coinbase
1427,90671499,Coinbase,Coinbase
1428,90677786,comdirect,Comdirect
1429,90676984,comdirect,Comdirect
1430,90673921,comdirect,Comdirect
1431,90672761,Comdirect,Comdirect
1432,90674908,Comdirect,Comdirect
1433,90661452,Comdirect,Comdirect
1434,90678737,Comdirect,Comdirect
1435,90681123,Comdirect,Comdirect
1436,90681196,Comdirect,Comdirect
1437,90684517,COMDIRECT,Comdirect
1438,90668947,COM direkt,Comdirect
1439,90665756,commerzbank,Commerzbank
1440,90682880,commerzbank,Commerzbank
1441,90663674,Commerzbank,Commerzbank
1442,90664658,Commerzbank,Commerzbank
1443,90677933,consers,
1444,90682524,Consors,Consorsbank
1445,90669247,Consors,Consorsbank
1446,90669703,Crypto,crypto
1447,90680458,Crypto,crypto
1448,90680308,Crypto. Com,crypto.com
1449,90678322,deutsche bank,Deutsche Bank
1450,90679635,deutsche bank,Deutsche Bank
1451,90681395,Deutsche Bank,Deutsche Bank
1452,90682294,Deutsche Bank,Deutsche Bank
1453,90685582,Deutsche Bank,Deutsche Bank
1454,90676234,Deutsche Bank,Deutsche Bank
1455,90676613,Devk,
1456,90663517,Direktbank ING,
1457,90683012,diverse andere,
1458,90681878,Dividenden Kalender,
1459,90664613,dkb,DKB
1460,90677059,Dkb,DKB
1461,90679922,DKB,DKB
1462,90686094,DKB,DKB
1463,90680580,DKB,DKB
1464,90674621,DKB,DKB
1465,90685170,DKB,DKB
1466,90673325,dk bank,DKB
1467,90663707,dm,
1468,90677171,Dogecoin,Dogecoin
1469,90682679,DWS,
1470,90680649,Dxz,
1471,90663600,Ebay,
1472,90683529,Egal,
1473,90664097,El Toro,eToro
1474,90672723,Es gibt mittlerweile viele,
1475,90666993,Etf,
1476,90665031,eTorex,eToro
1477,90662456,etoro,eToro
1478,90673963,etoro,eToro
1479,90674041,eToro,eToro
1480,90666672,eToro,eToro
1481,90672308,eToro,eToro
1482,90673690,eToro,eToro
1483,90682620,Etoro,eToro
1484,90681465,Etoro,eToro
1485,90682556,E toro,eToro
1486,90674970,feelslike,
1487,90674818,Finanzen.net,Finanzen.net Zero
1488,90666528,Finanzen.net,Finanzen.net Zero
1489,90668754,Finanz.net,Finanzen.net Zero
1490,90676411,flatcx,Flatex
1491,90681602,Flatex,Flatex
1492,90670230,FlatEx,Flatex
1493,90679525,Fledex,
1494,90669806,ftx,Ftx
1495,90666708,Hausbanken,Hausbank
1496,90663835,hjhjk,
1497,90668194,https://pns.onelink.me/6tpA?pid=User_invite&info=1122571107_1005920000058814,
1498,90676743,Huwai,
1499,90683429,Idk,
1500,90680352,ing,ING
1501,90684927,Ing,ING
1502,90668417,ING,ING
1503,90676561,ING,ING
1504,90666036,Ing.de,ING
1505,90671180,Ing diba,Ing-Diba
1506,90681909,Instagram,
1507,90662230,Instagram,
1508,90667724,iqoption,
1509,90674186,JA,
1510,90661378,Just trade,Justtrade
1511,90676016,Just trade,Justtrade
1512,90662199,keine,keine
1513,90682055,Keine,keine
1514,90676339,Kraken,
1515,90668981,Kukoin,
1516,90677961,Luna2,
1517,90684739,Msci,
1518,90663350,N26,
1519,90667670,N26,
1520,90670944,N26,
1521,90665384,Nasdaq,Nasdaq
1522,90671430,Nestle,
1523,90673582,Nextmarkets,Nextmarkets
1524,90680410,Nfteywa,
1525,90670605,norisbank,Consorsbank
1526,90662846,Okx,
1527,90674723,Oscar,Oscar
1528,90662689,Oscar,Oscar
1529,90680799,plus500,Plus500
1530,90673122,plus 500,Plus500
1531,90675320,plus 500,Plus500
1532,90675370,Plus500,Plus500
1533,90666286,Plus500,Plus500
1534,90669165,Plus500,Plus500
1535,90667946,Postbank,Postbank
1536,90682744,Postbank Broker,Postbank
1537,90683336,Robinhhod,Robinhood
1538,90675068,sbroker,S-Broker
1539,90681819,scable capital,Scalable Capital
1540,90668451,Scalable,Scalable Capital
1541,90662959,Scalable,Scalable Capital
1542,90676385,Scalablecapital,Scalable Capital
1543,90663565,Scalable capital,Scalable Capital
1544,90671146,Scalable Capital,Scalable Capital
1545,90681718,Scalable Capital,Scalable Capital
1546,90682958,Scalable Capital,Scalable Capital
1547,90682215,Scalable Capital,Scalable Capital
1548,90681423,Scalable Capital,Scalable Capital
1549,90682908,Scalable Capital,Scalable Capital
1550,90672528,scaleable capital,Scalable Capital
1551,90678609,Scapable,Scalable Capital
1552,90676071,Schmuck,
1553,90664276,Skilling,
1554,90671931,Skilling,
1555,90683925,Skilling,
1556,90675347,Smartbroker,Smartbroker
1557,90686054,Smartbroker,Smartbroker
1558,90665232,Smartbroker,Smartbroker
1559,90667437,Smartbroker,Smartbroker
1560,90679746,Smartbroker,Smartbroker
1561,90677704,Smartbroker,Smartbroker
1562,90664221,Smartbroker,Smartbroker
1563,90679479,Smartbroker,Smartbroker
1564,90680126,Smartbroker,Smartbroker
1565,90684145,Sony,
1566,90679248,sparkasse,Sparkasse
1567,90665124,Sparkasse,Sparkasse
1568,90661327,Sparkasse,Sparkasse
1569,90683548,Sparkasse,Sparkasse
1570,90667748,Sparkasse,Sparkasse
1571,90667373,Swissquote,
1572,90663093,Telekom,
1573,90682347,Tesla,
1574,90671899,Tesla,
1575,90669210,Tikgukz,
1576,90666211,Tradegate,
1577,90668830,Trader,
1578,90681295,traderepublic,Trade Republic
1579,90665643,Trade republic,Trade Republic
1580,90686010,TradeRepublic,Trade Republic
1581,90664737,Trade Republic,Trade Republic
1582,90662364,TRADE REPUBLIC,Trade Republic
1583,90662810,Trading212,Trading 212
1584,90663410,Trading 212,Trading 212
1585,90666088,Träfe republic,Trade Republic
1586,90674930,union investment,Union Investment
1587,90685807,Union Investment,Union Investment
1588,90671603,uzio,
1589,90675476,Vivid,Vivid Money
1590,90676863,VmWare,
1591,90679279,Volksbank,Volksbank
1592,90666125,Weiß nicht,Weiß nicht
1593,90682704,xtb,
1594,90676142,zero,Zero
1595,90684425,Zfugiv,
1596,90665184,Zzz,
1597,90682025,,
